"Gene.name","baseMean","log2FoldChange","pvalue","padj","Control_1","Control_2","Activated_1","Activated_2"
"Poll",50.0396577215903,-0.832735512182185,0.119173068631912,0.269126923595894,45.816,82.272,24.658,47.412
"Ehd4",399.799098140287,-0.83289321704845,4.2328472008306e-05,0.000375240865193108,501.688,522.518,275.347,299.643
"Cdan1",181.378879437024,-0.834468559815455,0.00220854680748715,0.0117800037250164,222.209,242.441,136.646,124.219
"Psma8",8.16275221688281,-0.834722427765071,0.470880483307468,NA,6.872,14.004,5.137,6.638
"Bbc3",37.1567563342132,-0.835068257133542,0.182407218218852,0.361907947795755,71.015,24.507,24.658,28.447
"Pecam1",565.128867401835,-0.835578885499462,7.31970407995612e-06,7.59524466457516e-05,744.515,704.568,378.088,433.345
"Ssh1",241.150784136671,-0.835655320036717,0.000755501502708589,0.00475834173188497,324.15,294.08,188.017,158.356
"2010315B03Rik",184.661795415572,-0.837022173727307,0.00270400433838389,0.0140491505984233,217.627,255.57,146.92,118.53
"Sema5a",8.15833893652484,-0.837054798862258,0.48429822621668,NA,14.89,6.127,3.082,8.534
"Zdhhc24",89.6145988918106,-0.83737626975538,0.0254148837418631,0.0859495181167744,101.941,127.785,58.563,70.17
"Card9",121.653718887827,-0.838115641962966,0.0088362370720943,0.0373917797664053,150.048,161.919,88.358,86.29
"Dak",147.216890567468,-0.838189405434261,0.00527867894019668,0.0245635433673328,179.829,197.804,95.549,115.685
"Tmem138",40.3453175634035,-0.838267845909287,0.122602067716907,0.274824584833141,41.235,62.142,26.713,31.292
"Scarna2",2.06362530065092,-0.838272815953167,0.728076838089963,NA,0,5.251,2.055,0.948
"Brd3",311.626146555816,-0.838286714043718,0.000161597638540211,0.00123367668661459,421.51,378.103,225.004,221.888
"Mybpc3",50.6680528100135,-0.838790517503013,0.147446353409483,0.313196370041982,99.65,30.633,41.097,31.292
"B230206F22Rik",178.165841943835,-0.838805821514633,0.00565681347041562,0.02608657695265,222.209,234.564,158.222,97.669
"Cdadc1",142.04267943493,-0.839118344359466,0.00541510044789747,0.0251013192777378,171.811,192.553,97.604,106.203
"Med31",81.8174312137157,-0.839189215473801,0.0845182555311319,0.21150063806162,156.921,53.39,65.754,51.205
"E230029C05Rik",66.6624703276779,-0.839353680889939,0.0604052897902825,0.166676134563966,82.469,88.399,61.645,34.137
"Zfp708",9.63462066623419,-0.839643557171509,0.431059831318426,NA,16.036,8.752,6.164,7.586
"Cir1",172.649190938851,-0.84012035243077,0.00297819804619172,0.0152721249424859,216.482,226.687,109.933,137.495
"Tmem181b-ps",317.123210057793,-0.840205928764832,0.000895386259042397,0.00550807458501209,487.943,326.464,244.524,209.561
"4932415G12Rik",139.357339805505,-0.840622785893051,0.00731832320728648,0.032032078910923,153.485,203.931,97.604,102.41
"Znf512b",227.687780850136,-0.840812184952865,0.00175741390206806,0.00973316196375427,241.681,342.219,168.496,158.356
"Grik5",42.9761544147808,-0.840930189756191,0.111869622814576,0.258032371594598,51.543,58.641,38.014,23.706
"Dstyk",245.478795301455,-0.840956476268992,0.000536209713871635,0.00352921306557428,306.969,322.963,186.989,164.994
"Arhgef17",6.98806507499968,-0.841493845064399,0.500809595777482,NA,9.163,8.752,7.192,2.845
"Hmga2-ps1",73.3101567766604,-0.841618752840119,0.0488730698192673,0.142246632281602,76.742,111.155,62.672,42.671
"Wdr44",328.726969662267,-0.842179218194148,0.000254419996101657,0.00182767361921038,446.709,397.359,265.073,205.768
"Trip6",40.0397748444194,-0.842692245530592,0.116409352492034,0.264984768973776,45.816,56.891,31.85,25.602
"Mtmr11",12.4286966039844,-0.843255156147787,0.369743193538896,NA,12.599,19.255,10.274,7.586
"Tshb",6.18646262159479,-0.843327636361628,0.516395316443652,NA,8.018,7.877,4.11,4.741
"Vit",6.18646262159479,-0.843327636361628,0.516395316443652,NA,8.018,7.877,4.11,4.741
"Mir1b",2.0078539398561,-0.84337552211398,0.72436861781651,NA,3.436,1.75,0,2.845
"Abtb1",85.0355538077556,-0.843383682441164,0.0262609348871821,0.088167254895776,105.377,112.906,67.809,54.05
"Ntpcr",34.8812824517385,-0.843932110670307,0.150432174350746,0.317619823404287,34.362,55.14,21.576,28.447
"Ceacam19",12.4800546844212,-0.844006895027085,0.364619367530631,NA,17.181,14.879,10.274,7.586
"Setdb2",381.286466469284,-0.844053030980829,8.38962636684875e-05,0.000691665315312576,454.727,524.268,294.868,251.283
"Pdzd4",67.7766453139266,-0.844457463323054,0.0546588040849312,0.155045515750736,97.36,77.021,36.987,59.739
"Manea",145.354353344782,-0.844829140649306,0.00668967138570697,0.0298349979915042,156.921,216.184,106.851,101.462
"Sh3yl1",2.11498338108777,-0.845162775651694,0.70507307906129,NA,4.582,0.875,2.055,0.948
"2900076A07Rik",27.4687746078238,-0.845562138101103,0.201304601784906,0.386449185032055,24.054,46.388,19.521,19.913
"Mpi",67.4131906197108,-0.845703213214591,0.0469043079542047,0.137812413362598,73.306,99.777,47.261,49.308
"Bmf",357.556498858503,-0.84582189649609,0.00020492292046228,0.00151531057840811,414.637,504.138,226.031,285.42
"Zfp949",64.6078092224614,-0.846345161571069,0.0603651390103333,0.16660778366852,72.161,93.651,57.535,35.085
"Hist1h3d",26.0952090389881,-0.846369253442693,0.194967677719032,0.378255649863757,32.071,35.01,16.439,20.861
"Zbed3",61.1775105321161,-0.847167810092028,0.0639822125313773,0.173100802140556,92.778,64.768,35.959,51.205
"Ccdc28b",130.813617407693,-0.847342516093115,0.00665055400070019,0.0297290427331675,160.357,175.923,88.358,98.617
"Commd8",515.566307947204,-0.847363494643839,1.17646333751107e-05,0.000116177095125409,608.211,716.821,375.006,362.227
"Gria3",111.881483138777,-0.847536602806828,0.0138925156977055,0.05351978042434,128.286,159.294,69.864,90.083
"1700037C18Rik",9.03189663978185,-0.848178518670782,0.440757469918115,NA,9.163,14.004,8.219,4.741
"Fam65b",897.33548379808,-0.848298685032953,3.2566016850363e-07,4.35540321654299e-06,1153.425,1154.44,595.9,685.577
"Zfp955b",84.0998084836274,-0.848330686669899,0.0261988835516328,0.0880311741671336,96.214,119.908,59.59,60.687
"Zfyve9",25.3963227464569,-0.848580174918819,0.216361142346813,0.405278857819179,40.089,25.382,13.356,22.758
"Twf2",294.3285398519,-0.848628594335129,0.000594657528293464,0.00385513166008564,320.714,435.869,193.154,227.577
"Lrrc61",208.464290354809,-0.848842550374349,0.001211410856529,0.00709746555369316,262.298,273.95,133.564,164.045
"Cpt1a",402.881890757366,-0.850360056908605,2.35484105728117e-05,0.000219913734254542,513.142,523.393,287.676,287.316
"Ccdc17",40.2787166621743,-0.850530523166965,0.143397737336493,0.307062203709474,34.362,69.144,21.576,36.033
"Nif3l1",71.3449719912436,-0.850751556379351,0.0372548404649925,0.115046090865811,99.65,84.023,52.398,49.308
"Trub1",102.334663327105,-0.850870261120334,0.0166739151813646,0.0617322362131657,113.395,149.666,77.056,69.221
"Rab32",311.124892920686,-0.850909371499129,0.000146244413576099,0.00113000408863757,376.839,423.616,212.675,231.37
"Msl1",1311.4786269628,-0.851067451720779,1.16299336128824e-07,1.68431912872132e-06,1525.682,1848.505,933.919,937.808
"Fbxo8",125.550263053071,-0.851602582889484,0.0108949120717815,0.0442189795059925,191.283,132.161,92.467,86.29
"2810422O20Rik",9.6508045552915,-0.851969620679993,0.417351545802386,NA,12.599,12.253,6.164,7.586
"Slc38a9",561.422617465682,-0.852018830611601,4.29752908434081e-05,0.00038066338978466,616.229,827.976,433.569,367.917
"2810013P06Rik",203.270946098599,-0.852322868582779,0.00352557430044673,0.0174794262685306,320.714,203.055,148.975,140.339
"Fhad1",57.3927105731246,-0.853074634921814,0.0763683107028994,0.196554504595987,84.76,63.017,52.398,29.395
"4930578M01Rik",2.84543401818705,-0.853350473668157,0.687150233168403,NA,1.145,6.127,4.11,0
"B230217C12Rik",199.052226967644,-0.853670906718858,0.00166312636013793,0.00931092912629158,255.426,257.32,122.262,161.201
"Nr1d2",257.441808574315,-0.854056212988748,0.00028850081191339,0.00203471959339698,332.168,330.84,181.852,184.907
"1110058L19Rik",37.9447228339188,-0.854273324236097,0.11760103910776,0.266744567976207,46.962,50.764,24.658,29.395
"Celsr2",8.95633154311827,-0.854934517954506,0.434522265540617,NA,12.599,10.503,5.137,7.586
"Trpc1",1.3691522884777,-0.854945488413513,0.765368703461699,NA,0,3.501,1.027,0.948
"Zcchc13",1.3691522884777,-0.854945488413513,0.765368703461699,NA,0,3.501,1.027,0.948
"Cox6b2",23.5521730421738,-0.855049178071841,0.221624067502367,0.41162420442129,22.908,37.635,18.493,15.172
"Clcn2",37.2502498217456,-0.855073497233137,0.120971280457379,0.272514478595606,46.962,49.013,23.631,29.395
"Tmem69",85.4995210334987,-0.855143025853127,0.0277313635143793,0.0919741509072355,129.431,91.025,63.7,57.843
"Cybasc3",1683.25515765329,-0.856356812471322,5.16211014829702e-09,8.97610581645291e-08,2264.47,2073.442,1154.813,1240.296
"Coq2",234.62429879997,-0.856603060666545,0.0005013003417414,0.00333369343283277,314.987,289.704,172.605,161.201
"Carns1",93.8583452640691,-0.856711321056636,0.0184177392878823,0.0669977735747577,115.686,126.034,73.974,59.739
"2610029I01Rik",62.1231611199437,-0.857997781098322,0.0524565195835884,0.15061263627061,85.906,74.395,36.987,51.205
"Rarb",11.0001631079004,-0.85799965366435,0.387973740651369,NA,12.599,15.754,6.164,9.482
"Agl",268.408145880022,-0.858031748494943,0.00130755648267049,0.00756261510807487,270.316,420.99,186.989,195.337
"Otud3",26.429171404929,-0.858180650128142,0.191518489198179,0.373756042782179,28.635,39.386,21.576,16.12
"BC037032",2.78966265739224,-0.858721438143432,0.652576386698708,NA,4.582,2.626,2.055,1.896
"Dusp28",13.0997660334774,-0.858747945452674,0.364874463010465,NA,9.163,24.507,9.247,9.482
"2310028H24Rik",27.7381390522539,-0.858957184442456,0.176708456556472,0.354308968702981,40.089,31.509,18.493,20.861
"Gucy2c",13.9483132869612,-0.859534897511665,0.336279983716852,NA,22.908,13.129,10.274,9.482
"Als2cl",96.1359019327017,-0.859589510205755,0.0163488143711611,0.0607998632918407,123.704,124.284,61.645,74.911
"Gm996",18.7304494286987,-0.860192053119022,0.259246152808498,0.457628902425951,22.908,25.382,13.356,13.275
"Fam126b",207.762265386331,-0.860323895611993,0.00118279650823848,0.00695672026952178,240.535,294.956,156.167,139.391
"B3gnt9-ps",6.99983568369902,-0.86043947212708,0.497887784693409,NA,13.745,4.376,5.137,4.741
"Gm3604",27.0950241205175,-0.861112157200701,0.19281694569766,0.375444810791388,44.671,25.382,17.466,20.861
"Aasdh",115.34703064031,-0.861171784637191,0.00858030568749494,0.0364368684878999,144.321,153.167,84.248,79.652
"Tprkb",134.309064558423,-0.861660432297968,0.00788844953739195,0.0339783593791519,143.176,203.055,91.44,99.565
"Gm19522",46.8619320544997,-0.862033295189572,0.0873869864893915,0.216726928717852,59.561,61.267,40.069,26.551
"Papolb",2.8967920986239,-0.862150674350584,0.677727646931365,NA,5.727,1.75,4.11,0
